id,name,entityType,address,city,province,lat,lng,phone,website,officialWebsiteFound,websiteStatus,fnoviRegistrySource,alboMatchStatus,googlePlaceId,googleBusinessStatus,externalReputationSignal,activityStatus,activityConfidence,sourceUrls,evidenceNotes,recommendedProfileStatus,needsManualReview,internalNotes
dir_71f5f676040d71ce,Clinica Veterinaria Roma Sud,clinic,,,,41.84097,12.59273,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_3573da556d627c1a,Polivet Policlinico Veterinario Roma Nord,clinic,Via Salaria 1317,Roma,RM,41.98106,12.51306,06 90214900,https://www.polivet.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,likely_active,95,https://www.polivet.it/|https://oncovet.it/sedi-e-contatti/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Sito Polivet conferma sede di Via Salaria 1317 e telefono; Oncovet cita la stessa sede Salaria come struttura collegata. Nome input generico corretto.,published_unclaimed,false,v3_researched; roma_nord_batch; nome corretto da fonte ufficiale; indirizzo e telefono ricostruiti
dir_79b4b088a5d67734,Centro Veterinario Cassia,clinic,,Roma,RM,41.96408,12.44499,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca mirata su nome e coordinate; fonti tracciabili insufficienti per completare dati anagrafici senza rischio di omonimia.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_ae01b7ee8d646089,Ambulatorio Veterinario,clinic,,Roma,RM,41.95088,12.54392,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Talenti/Bufalotta; nessuna fonte tracciabile concorde sufficiente.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_5335eeabbd958bdc,Ambulatorio Veterinario Dragona,clinic,,,,41.78077,12.34111,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_23a3923b1d028226,Summa Tiziana,clinic,,,,41.89399,12.40977,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_eadde6f13a80fef8,Vitinia.Vet,clinic,,,,41.79476,12.40656,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_215453068321cae1,Associazione Veterinaria Cinecittà 2,clinic,,,,41.86292,12.57098,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_fddb696cad18ae41,Vetlab Diagnostica Veterinaria,clinic,,Roma,RM,41.91916,12.43976,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Non confondere con Diagnostica Veterinaria Roma Nord a Via Roccaraso; per Vetlab non sono emerse fonti concordi.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_f6dbf2304647e920,Studio Veterinario Associato Piramide,clinic,,,,41.87826,12.47774,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_e1c428c35961edfc,Ambulatorio Veterinario Torre Maura,clinic,,,,41.86716,12.59175,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_44079fd2927d758f,Ambulatorio Veterinario,clinic,,,,41.86158,12.68589,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_45597a6ce613c37b,Ambulatorio Medico Veterinario Dr Franco Carboni,clinic,,,,41.82920,12.65147,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_97923131c322b699,Il Centro Veterinario,clinic,Via Cassia 1844,Roma,RM,42.01842,12.37680,06 30892295,https://www.ilcentroveterinario.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,likely_active,88,https://www.ilcentroveterinario.it/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Sito ufficiale conferma gli stessi dati del record dir_7cf26a0f42ea4e38. Possibile duplicato vero: non eliminato, ma lasciato a revisione.",needs_review,true,v3_researched; roma_nord_batch; possibile duplicato di dir_7cf26a0f42ea4e38; non fuso
dir_a8cb8ee35a38b879,Veterinaria Preneste,clinic,,,,41.89096,12.52283,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_ddc052073aed2c24,Ambulatorio Dott.Baria,clinic,,,,41.89568,12.54873,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_0fc7b11417f433ae,Centro Sanitario Cinofilo,clinic,,,,41.83307,12.41667,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_599fa65157be9c5e,Asta,clinic,,Roma,RM,41.91004,12.54618,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome troppo generico/corrotto per associare una struttura reale; nessuna fonte tracciabile sufficiente.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_7ab99dfbd8062951,Ambulatorio Veterinario,clinic,,Roma,RM,41.94974,12.52325,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Roma nord-est; dati anagrafici non ricostruibili con certezza.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_3483aca316675cb3,Dott.Vinicio Bonifazi,clinic,,,,41.85049,12.59003,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_699adea857649e83,S.O.S.vVterinaria,clinic,,,,41.86972,12.44315,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_7c10fa178ba9915f,Ambulatorio Veterinario Dott.aAerio cCoce,clinic,,,,41.88611,12.52186,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_ebf51d891ac19242,Ambulatorio Veterinario Ostia Antica,clinic,,,,41.76871,12.31194,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_fad9eea5a4080a88,Studio Veterinario,clinic,,Riano,RM,42.07669,12.46682,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Coordinate area Riano; nome generico e nessuna fonte tracciabile concorde.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_9fe73a0c5ba1d45d,Clinica Veterinaria Borghesiana,clinic,,,,41.85789,12.67425,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_59c581b27f4515a5,Ambulatorio Veterinario Dott.Ssa I.L.sSiezia,clinic,,,,41.84969,12.42163,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_7b063beb1dde8a61,Ambulatorio Veterinario Trastevere,clinic,,,,41.88704,12.46756,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_4b0703b571723dd3,Veterinaria Trieste,clinic,,Roma,RM,41.92135,12.51417,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su Veterinaria Trieste senza sito ufficiale o fonti concordi sufficienti.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_062b9c87eb131f39,Ambulatorio Veterinario Di Chirurgia Mini Invasiva E Diagnostica Endoscopica,clinic,,Roma,RM,41.92113,12.48935,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Denominazione specialistica lunga; fonti tracciabili insufficienti per confermare sede e telefono.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_e95cc82b97738c42,Ambulatorio Veterinario,clinic,,Roma,RM,41.93825,12.54121,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico e coordinate Montesacro/Talenti; impossibile identificare struttura reale con certezza.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_83f3ec881b5bab3a,Centroveternario San Tommaso,clinic,,,,41.70377,12.69250,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_44854918ea5e0e3f,Ambulatorio Veterinario,clinic,,Roma,RM,42.00804,12.51919,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico e coordinate area Roma nord; fonti insufficienti per dati anagrafici.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_f6bc62ea3232934f,Ambulatorio Veterinario Associato Nuovo Salario,clinic,,Roma,RM,41.95044,12.51596,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Ricerca su Nuovo Salario senza fonti concordi sufficienti per indirizzo e telefono.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_1ed43905ac4d58e2,Ambulatorio Veterinario,clinic,,Roma,RM,41.94326,12.51592,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico e coordinate Nuovo Salario/Montesacro; identificazione non univoca.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_931442deffad7e79,Ambulatorio Veterinario Jonio,clinic,Piazzale Jonio 17,Roma,RM,41.94553,12.52624,06 88644466,https://www.ambulatorioveterinariojonio.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,likely_active,92,https://www.ambulatorioveterinariojonio.it/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Sito ufficiale live conferma denominazione, Piazzale Jonio 17 e telefono. Dati essenziali solidi.",published_unclaimed,false,v3_researched; roma_nord_batch; indirizzo e telefono confermati da sito ufficiale
dir_4b390aa9bd1fc302,Ambulatorio Veterinario Orsa Maggiore,clinic,,,,41.90655,12.53935,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_f9b06e48c4b904bf,Ambulatorio Veterinario,clinic,,Roma,RM,41.92454,12.42648,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Trionfale/Monte Mario; nessuna identificazione univoca verificabile.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_8a833aa6d1cef5b7,Lidovet,clinic,,,,41.72699,12.29119,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_56b1fd70839353ba,Leonardo Da Vinci,clinic,,,,41.77160,12.25576,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_d93d93ef640167de,Ambulatorio Veterinario Tuscolano,clinic,,,,41.87736,12.53149,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_7f95f3bf873d977a,Ambulatorio Veterinario,clinic,,,,41.75676,12.36717,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_83241d6f43be7423,Ambulatorio Veterinario Ponte Di Nona,clinic,,,,41.91055,12.65400,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_8e298f09630239a9,Ambulatorio Veterinario Monfortani,clinic,,Roma,RM,41.93667,12.42438,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,40,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome normalizzato da forma abbreviata; nessuna fonte ufficiale o directory concorde sufficiente.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_05ecb0f4fd20c067,Ambulatorio Veterinario Tiburtino,clinic,,,,41.90947,12.53683,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_94d63680bd8134b9,Amb.vVt. sA. psPafaro s. SocR p.,clinic,,,,41.86406,12.67037,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_b3c7a846e95e94d0,Oncovet Roma Flaminia,clinic,Via Bomarzo 36,Roma,RM,41.94350,12.47247,392 6971021,https://oncovet.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,likely_active,88,https://oncovet.it/|https://oncovet.it/sedi-e-contatti/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Sito Oncovet live e pagina sedi confermano sede Roma Flaminia presso Zoospedale Flaminio, Via Bomarzo 36, e contatto WhatsApp. Coordinate coerenti con area Fleming/Flaminia.",published_unclaimed,false,v3_researched; roma_nord_batch; dati ricostruiti da sito ufficiale Oncovet
dir_860066c80e6016ea,Ambulatorio Veterinario Associato Villa Pamphili,clinic,,,,41.87667,12.45701,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_1d0e0ec7ee019951,Amb.Vet.Argenti-Carrai,clinic,,,,41.83518,12.50501,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_bb511f5f97837590,Ambulatorio Veterinario Case Basse,clinic,,,,41.78854,12.37063,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_8942a631b398b7ca,Ambulatorio Veterinario Dott.ssa Ricchetti,clinic,,Roma,RM,41.91461,12.44120,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome OCR normalizzato con bassa certezza; assenti fonti concordi per pubblicazione.,needs_review,true,v3_researched; roma_nord_batch; nome normalizzato da OCR; richiede verifica umana
dir_53bbd971a2ec1413,Ambulatorio Veterinario Dott.Ssa Lucrezia Bonavoglia,clinic,,,,41.88069,12.47306,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_3f17a7f1a67f835a,Clinica Veterinaria Parioli,clinic,,Roma,RM,41.92577,12.48074,,https://www.clinicaveterinariaparioli.it/,true,live,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,presumed_active,65,https://www.clinicaveterinariaparioli.it/|https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"Dominio ufficiale omonimo raggiungibile, ma la pagina non ha restituito dati testuali verificabili su indirizzo e telefono. Profilo valido solo dopo controllo manuale.",needs_review,true,v3_researched; roma_nord_batch; sito raggiungibile ma contatti non estraibili; richiede revisione
dir_ba53684b3684c3b4,Ambulatorio Castel Porziano,clinic,,,,41.73404,12.35990,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_89aec9ad7aad65b4,Clinica Veterinaria Portuense,clinic,,,,41.86375,12.45931,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_3ad2b5fc4ff6f206,Ambulatorio Veterinario Roma Nord,clinic,,Fonte Nuova,RM,41.99430,12.61977,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,45,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Coordinate area Fonte Nuova; nessun sito ufficiale o fonti concordi sufficienti per Ambulatorio Veterinario Roma Nord.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
dir_57e15c1632870024,Ambulatorio Veterinario Magliana,clinic,,,,41.84693,12.45733,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_f205cf1cdf4f915d,Ambulatorio Veterinario Oceano Indiano,clinic,,,,41.82125,12.44424,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,not_checked,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,"FNOVI seed conservato come fonte di partenza; nel v3 non sono state catturate fonti indipendenti sufficienti per confermare anagrafica completa, telefono e stato attività.",needs_review,true,v3_researched; source_limited_no_independent_match
dir_d1f08dc4b56dca82,Ambulatorio Veterinario,clinic,,Roma,RM,41.98414,12.40690,,,false,not_found,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,not_checked,,not_checked,,uncertain,35,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,Nome generico in area Giustiniana/Ottavia; nessuna struttura univoca identificata.,needs_review,true,v3_researched; roma_nord_batch; ricerca mirata eseguita; dati insufficienti o non risolti
