"id","name","entityType","address","city","province","lat","lng","phone","website","officialWebsiteFound","websiteStatus","fnoviRegistrySource","alboMatchStatus","googlePlaceId","googleBusinessStatus","externalReputationSignal","activityStatus","activityConfidence","sourceUrls","evidenceNotes","recommendedProfileStatus","needsManualReview","internalNotes"
"dir_879cdc5830a6f59f","Ambulatorio Veterinario Curie","clinic","","","","44.68403","10.28902","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_83ae6c7194c11402","Ambulatorio Veterinario","clinic","","","","45.47502","9.20858","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d1cd352f13188adf","Ambulatorio Veterinario Associato","clinic","","","","45.00535","11.28798","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8a49a9e0d8fb6da2","Veterinario","clinic","","","","45.43467","9.11715","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8601fbc711eaefb1","Ambulatorio Veterinario","clinic","","","","45.08276","7.65541","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_dad82aaebfc94afa","Ambulatorio Veterinario Dott.Ssa Silvia Perugini","clinic","","","","42.87195","12.39876","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_fefd073a18b0637f","Ambulatorio Veterinario Associato Ferrari Franzoni","clinic","","","","44.98701","10.41393","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_e436556375adeca5","Ambulatorio Veterinario Dott.Ssa Glenda Fregolent","clinic","","","","45.86207","12.17659","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_e7ab2c1171ea7eb7","Ambulatorio Veterinario","clinic","","","","45.49597","9.13331","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_4840f92b00e4f954","Ambulatorio Torreimpietra","clinic","","","","41.91813","12.20045","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_544cf10cbfedc6f3","Ambulatorio Veterinario Miola","clinic","","","","45.23639","7.50906","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_0193bf196c1c2cec","Riabilitaria Associazione Professionale Veterinaria","clinic","","","","45.04140","7.63070","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_b7b4beb748984b22","Ambulatorio Veterinario Dr.Ssa S.gGglielmi","clinic","","","","43.44569","10.45836","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_90491991fabf1d06","Dr.Rossi Ambulatorio","clinic","","","","43.87808","10.79210","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_fc15a23f66fc5dd6","Ambulatorio Veterinario","clinic","","","","45.07154","7.57230","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_3522937364628126","Ambulatorio Veterinario Mastini Dr.gGbriele","clinic","","","","44.87170","10.80304","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_769609c5e1ccae87","Ambulatorio Boccardo","clinic","","","","45.09395","7.67733","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_518c2a3e72e07cca","Ambulatorio Veterinario Dr.gGbriele mMstini","clinic","","","","44.93298","10.91228","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_c30313f93088e7ed","Ambulatorio Veterinario Francesca Rossetti","clinic","","","","45.70890","9.31558","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d7a0db75745dcfea","Centro Veterinario","clinic","","","","45.65104","9.20863","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_0e9c52f97d888094","Ambulatorio Veterinario Paira","clinic","","","","45.16129","7.49708","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_9f02503dcfe1e757","Ambulatorio Veterinario san Camillo Dott.dDniele gGnga","clinic","","","","43.43490","13.60612","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6d711c41cf634eba","Amb.Med.Vet.dD aAtonnicola eEsSerandio --Mrato","clinic","","","","41.44820","12.82248","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_d9da94e5d42d8733","Kimera","clinic","","","","37.98082","12.55508","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_59f82696d8155f0f","Ambulatorio Veterinario","clinic","","","","45.65425","10.24939","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_5658034e63c37b05","Ambulatorio centro Veterinario Campo Di Marte","clinic","","","","43.56715","10.34125","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_95e6c0531f18f75a","Ambulatorio Veterinario","clinic","","","","45.53420","9.13643","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_f8a0aba52c906e6a","Ambulatorio Veterinario Associato Malovet","clinic","","","","45.65892","11.41292","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_00858b3aafe12b19","Laboratorio Analisi Veterinarie Cimie","clinic","","","","43.29302","13.43426","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_9127d14a46f9ff28","Centro Medico Veterinario Dr.dD fFno mMrcello","clinic","","","","37.61389","15.16777","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_f56ae940fb2304dd","Ambulatorio Veterinario Associato Dr.Ssa M.bBldi --rDssS p.PvsVntin","clinic","","","","44.51696","11.33976","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_949642f764812137","Ambulatorio Veterinario Dr.cClligaris","clinic","","","","45.68824","13.78900","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_25cfe3c31bf203d3","Centro Veterinario G.Verdi","clinic","","","","44.64214","10.38422","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_7282461aa145d21f","Ambulatorio Veterinario La Pieve","clinic","","","","45.27785","9.45631","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_10ed2bf9847107a5","Studio Veterinario Dr.Ssa Frezzati","clinic","","","","44.33852","8.50916","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_76753a972b4c14d4","Dott.Antonio Antonini","clinic","","","","43.82575","13.01075","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ccb410c67c5ab9d8","san Nicolò","clinic","","","","42.69481","13.78833","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6975a91a1cb06b28","Centro Veterinario Tiburtino","clinic","","","","41.91106","12.54547","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_8c176134f644fbe7","Ambulatorio Veterinario","clinic","","","","45.07212","7.61447","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ec2ee36842797a17","Ambulatorio Veterinario San Francesco","clinic","","","","40.85560","17.11348","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_1b1adec20b32dc08","Ambulatorio Veterinario Dr Chiappelloni -dD lLnati --rDviVnola","clinic","","","","45.05318","9.67269","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_41b8eacb0d53a71a","Ambulatorio Veterinario Rimini Sud","clinic","","","","44.04877","12.58543","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_244db639a016a764","Ambulatorio Veterinario Associato Scala Fabbri Dalpozzo","clinic","","","","44.22642","12.07054","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_6c6e298ba7600b6e","Ambulatorio Veterinario Dr.Giomini E Dr.fForentini","clinic","","","","42.76777","11.11335","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_f9bc789f7f61bd82","aAsSuola cCn dDffi aAbulatorio vVterinario","clinic","","","","45.66990","13.76477","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_950f16f4d2a32bd3","Ambulatorio Veterinario Dr Garofalo Giovanni","clinic","","","","37.72643","15.18492","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_74f53c2dccc336fc","Studio Veterinario Dott.Sa Rosso Elena","clinic","","","","44.40077","7.57341","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_eb6346abe7ebe1e7","Ambulatorio Veterinario Associato Dr.Ssa Marcon Roberta E Dr.Menegale Filippo","clinic","","","","45.89366","12.30981","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_b9a83da9fb0e94bb","Studio Veterinario Dr.Ssa Giordano Lara","clinic","","","","44.61988","10.72220","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_63ba5ddc92e609ec","Studio Veterinario","clinic","","","","43.77479","11.24445","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_39da026b687411ed","Clinica Veterinaria Dr.Duilio Dionisi","clinic","","","","41.75191","12.61893","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_239dd63b662f3819","Ambulatorio Veterinario Dr.dDilio dDonisi","clinic","","","","41.70684","12.68368","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_10dbcc50035875f6","Centro Veterinario Dr.Rossi","clinic","","","","45.05182","9.15768","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_596b41d5af649b82","Avm Ambulatorio Veterinario Miranese","clinic","","","","45.49396","12.10109","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_3d8624b8e0729706","Clinica Veterinaria Citta'dD vVghera","clinic","","","","45.00425","9.03818","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_ac105c6a06e077ed","Studio Veterinario","clinic","","","","40.20202","18.30608","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_bbf6d66c466c6d3b","Ambulatorio Veterinario Dott.vVncenzo cCnelli","clinic","","","","44.49524","11.31480","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_5b3583af6cfc96bc","Ambulatorio Veterinario Il Tirreno","clinic","","","","43.55185","10.32846","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_85c50c173cefabed","Studio Veterinario Lorenzini Dott.mMurizio","clinic","","","","43.57679","10.43767","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_9a1e2b9fd3e81ed6","Ambulatorio Veterinario Dr Sergio Caporaletti","clinic","","","","40.37897","18.04545","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_28619bd30033872d","Ambulatorio Veterinario Elena Severi","clinic","","","","44.18595","12.14534","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
"dir_5803a141427d49a5","Ambualtorio Veterinario Associato Melissari Calafiore","clinic","","","","38.09414","15.63575","","","false","not_found","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","not_checked","","not_checked","not_checked","presumed_active","60","https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2","FNOVI/Anagrafe seed present only; no web cross-check performed in current batch.","needs_review","true","not_researched_in_current_batch; base-only scaffold, do not publish automatically; batch2_researched"
